index,minTemp,maxTemp,Eto_values,DayPrecip,WindSpd,DaySolRad,rain,type,stage
2016-10-20,42.5,81.2,0.11,0.0,2.3,323.0,2.7,1,
2016-10-21,44.3,79.3,0.1,0.0,2.3,316.0,2.7,1,
2016-10-22,45.4,74.2,0.07,0.0,2.2,243.0,2.7,1,
2016-10-23,40.8,68.9,0.09,0.0,3.8,300.0,2.7,1,
2016-10-24,58.2,66.4,0.03,0.02,6.6,66.0,2.7,1,
2016-10-25,57.2,65.9,0.01,0.73,2.6,50.0,2.7,1,
2016-10-26,51.1,72.1,0.08,0.0,2.6,295.0,2.7,1,
2016-10-27,56.8,66.1,0.01,0.64,1.8,71.0,2.7,1,
2016-10-28,59.0,64.6,0.01,0.43,3.3,81.0,2.7,1,
2016-10-29,52.4,67.7,0.05,0.02,3.9,224.0,2.7,1,
2016-10-30,48.9,66.5,0.04,0.32,4.6,167.0,2.7,1,
2016-10-31,44.3,64.1,0.04,0.34,2.9,174.0,2.7,1,
2016-11-01,44.5,66.5,0.06,0.0,2.2,229.0,2.34,1,
2016-11-02,39.3,69.2,0.08,0.0,2.1,280.0,2.34,1,
2016-11-03,40.0,72.8,0.07,0.0,2.0,269.0,2.34,1,
2016-11-04,41.7,73.7,0.08,0.0,2.0,279.0,2.34,1,
2016-11-05,41.0,71.9,0.07,0.0,2.3,241.0,2.34,1,
2016-11-06,49.7,66.9,0.04,0.0,1.9,136.0,2.34,1,
2016-11-07,47.3,72.0,0.06,0.0,1.8,198.0,2.34,1,
2016-11-08,47.4,75.7,0.08,0.0,1.9,272.0,2.34,1,
2016-11-09,47.2,77.0,0.07,0.0,1.9,258.0,2.34,1,
2016-11-10,46.9,77.2,0.06,0.0,2.1,208.0,2.34,1,
2016-11-11,47.5,71.5,0.05,0.0,2.0,163.0,2.34,1,
2016-11-12,50.1,74.2,0.07,0.0,1.8,244.0,2.34,1,
2016-11-13,45.4,72.7,0.06,0.0,1.9,238.0,2.34,1,
2016-11-14,44.7,73.1,0.06,0.0,1.9,236.0,2.34,1,
2016-11-15,45.8,63.1,0.02,0.0,2.4,87.0,2.34,1,
2016-11-16,35.5,64.7,0.06,0.0,2.2,255.0,2.34,1,
2016-11-17,31.8,61.3,0.06,0.0,2.1,252.0,2.34,1,
2016-11-18,32.1,62.8,0.06,0.0,2.8,245.0,2.34,1,
2016-11-19,43.0,58.4,0.01,0.73,4.2,47.0,2.34,1,
2016-11-20,46.4,60.6,0.02,0.34,2.0,86.0,2.34,1,
2016-11-21,39.4,63.5,0.04,0.01,1.9,192.0,2.34,1,
2016-11-22,35.5,57.5,0.04,0.15,2.1,177.0,2.34,1,
2016-11-23,35.2,62.0,0.05,0.02,1.8,224.0,2.34,1,
2016-11-24,30.4,60.0,0.05,0.01,1.9,230.0,2.34,1,
2016-11-25,37.7,54.7,0.02,0.0,2.6,97.0,2.34,1,
2016-11-26,47.5,56.6,0.02,0.27,4.2,103.0,2.34,1,
2016-11-27,38.9,61.5,0.05,0.05,1.8,198.0,2.34,1,
2016-11-28,39.0,64.9,0.04,0.14,1.9,191.0,2.34,1,
2016-11-29,34.1,59.0,0.05,0.0,2.7,222.0,2.34,1,
2016-11-30,34.4,59.8,0.03,0.0,1.9,148.0,2.34,1,
2016-12-01,31.4,67.2,0.06,0.0,2.1,226.0,1.63,1,
2016-12-02,45.7,65.0,0.08,0.0,3.2,225.0,1.63,1,
2016-12-03,34.8,62.0,0.05,0.0,2.0,215.0,1.63,1,
2016-12-04,32.8,61.2,0.04,0.0,1.8,195.0,1.63,1,
2016-12-05,35.1,54.9,0.02,0.0,1.7,112.0,1.63,1,
2016-12-06,28.8,58.6,0.05,0.0,1.9,211.0,1.63,1,
2016-12-07,27.6,49.2,0.02,0.36,3.0,85.0,1.63,1,
2016-12-08,41.5,52.7,0.0,0.38,3.5,47.0,1.63,1,
2016-12-09,51.4,59.7,0.01,0.14,2.4,76.0,1.63,1,
2016-12-10,42.4,59.6,0.0,0.25,4.4,26.0,1.63,1,
2016-12-11,36.3,51.2,0.02,0.0,1.6,104.0,1.63,1,
2016-12-12,40.0,55.1,0.03,0.0,1.7,167.0,1.63,1,
2016-12-13,40.7,56.6,0.03,0.04,2.6,117.0,1.63,1,
2016-12-14,48.9,58.0,0.01,0.17,2.5,51.0,1.63,1,
2016-12-15,48.9,57.7,0.0,2.13,6.0,15.0,1.63,1,
2016-12-16,31.9,57.1,0.05,0.0,2.6,216.0,1.63,1,
2016-12-17,27.9,50.8,0.04,0.0,2.1,217.0,1.63,1,
2016-12-18,25.2,52.0,0.04,0.0,2.4,218.0,1.63,1,
2016-12-19,24.4,53.3,0.04,0.0,2.0,206.0,1.63,1,
2016-12-20,30.8,57.5,0.05,0.0,2.0,203.0,1.63,1,
2016-12-21,34.7,61.0,0.04,0.0,2.0,193.0,1.63,1,
2016-12-22,29.6,61.9,0.05,0.0,2.0,210.0,1.63,1,
2016-12-23,34.0,54.0,0.01,0.66,2.6,64.0,1.63,1,
2016-12-24,29.5,55.5,0.04,0.01,2.0,218.0,1.63,1,
2016-12-25,27.5,49.8,0.04,0.0,3.6,190.0,1.63,1,
2016-12-26,27.3,54.4,0.05,0.0,2.2,212.0,1.63,1,
2016-12-27,28.7,55.0,0.04,0.0,1.8,194.0,1.63,1,
2016-12-28,27.4,59.6,0.05,0.0,2.0,213.0,1.63,1,
2016-12-29,28.2,58.9,0.05,0.0,2.8,211.0,1.63,1,
2016-12-30,30.3,60.5,0.05,0.0,2.7,207.0,1.63,1,
2016-12-31,32.3,53.0,0.03,0.0,2.5,130.0,1.63,1,
2017-01-01,32.6,56.1,0.04,0.0,2.4,204.0,0.56,1,
2017-01-02,35.9,52.4,0.03,0.14,3.3,148.0,0.56,1,
2017-01-03,42.3,54.2,0.0,1.04,5.1,36.0,0.56,1,
2017-01-04,43.6,54.8,0.01,0.24,2.6,71.0,0.56,1,
2017-01-05,28.9,51.3,0.04,0.0,2.0,227.0,0.56,1,
2017-01-06,25.8,49.7,0.04,0.0,2.9,183.0,0.56,1,
2017-01-07,42.3,56.7,0.0,0.61,4.6,45.0,0.56,1,
2017-01-08,54.4,58.7,0.0,1.84,7.2,16.0,0.56,1,
2017-01-09,46.0,57.0,0.02,0.26,4.6,105.0,0.56,1,
2017-01-10,48.7,57.9,0.0,1.74,7.6,16.0,0.56,1,
2017-01-11,43.8,55.6,0.04,0.18,3.2,172.0,0.56,1,
2017-01-12,36.7,52.3,0.02,0.43,1.7,116.0,0.56,1,
2017-01-13,31.7,54.4,0.04,0.0,2.2,207.0,0.56,1,
2017-01-14,32.0,55.9,0.05,0.0,2.3,230.0,0.56,1,
2017-01-15,32.7,51.5,0.03,0.0,2.2,195.0,0.56,1,
2017-01-16,31.0,52.6,0.04,0.0,2.5,221.0,0.56,1,
2017-01-17,31.2,52.2,0.03,0.0,3.1,178.0,0.56,1,
2017-01-18,43.6,51.6,0.0,1.25,4.0,15.0,0.56,1,
2017-01-19,45.2,57.1,0.03,0.22,3.6,153.0,0.56,1,
2017-01-20,44.2,55.0,0.03,0.68,6.0,130.0,0.56,1,
2017-01-21,42.5,56.3,0.03,0.35,4.9,155.0,0.56,1,
2017-01-22,41.0,56.9,0.03,0.99,4.4,168.0,0.56,1,
2017-01-23,37.6,52.2,0.03,0.13,2.1,157.0,0.56,1,
2017-01-24,35.2,57.0,0.05,0.0,2.6,244.0,0.56,1,
2017-01-25,31.5,54.1,0.04,0.0,1.9,231.0,0.56,1,
2017-01-26,34.8,56.9,0.05,0.0,2.4,250.0,0.56,1,
2017-01-27,35.2,58.7,0.06,0.0,2.9,263.0,0.56,1,
2017-01-28,31.1,61.3,0.06,0.0,2.7,260.0,0.56,1,
2017-01-29,30.5,59.8,0.06,0.0,2.2,243.0,0.56,1,
2017-01-30,31.8,60.9,0.06,0.0,2.4,250.0,0.56,1,
2017-01-31,31.4,60.9,0.05,0.0,2.5,220.0,0.56,1,
2017-02-01,38.5,56.4,0.01,0.0,2.1,69.0,8.49,1,
2017-02-02,45.9,59.0,0.01,0.38,2.8,77.0,8.49,1,
2017-02-03,53.3,59.2,0.02,0.48,6.4,130.0,8.49,1,
2017-02-04,47.3,59.2,0.03,0.08,4.4,161.0,8.49,1,
2017-02-05,47.7,58.3,0.03,0.59,4.8,121.0,8.49,1,
2017-02-06,53.1,59.1,0.02,0.84,5.8,111.0,8.49,1,
2017-02-07,54.7,61.6,0.02,0.83,6.8,119.0,8.49,1,
2017-02-08,55.7,61.3,0.0,0.52,4.6,40.0,8.49,1,
2017-02-09,55.0,60.0,0.0,1.01,6.3,29.0,8.49,1,
2017-02-10,45.0,64.0,0.06,0.01,2.5,247.0,8.49,1,
2017-02-11,37.5,65.0,0.07,0.0,2.4,305.0,8.49,1,
2017-02-12,38.0,64.5,0.08,0.0,2.5,306.0,8.49,1,
2017-02-13,38.6,63.2,0.06,0.0,2.0,265.0,8.49,1,
2017-02-14,39.6,66.6,0.08,0.0,2.4,296.0,8.49,1,
2017-02-15,48.0,62.9,0.04,0.0,3.1,143.0,8.49,1,
2017-02-16,46.3,64.9,0.07,0.33,5.8,267.0,8.49,1,
2017-02-17,49.3,55.2,0.0,0.99,6.6,42.0,8.49,1,
2017-02-18,46.6,61.0,0.06,0.11,3.9,258.0,8.49,1,
2017-02-19,46.8,54.9,0.01,0.17,3.1,69.0,8.49,1,
2017-02-20,52.1,57.5,0.0,1.4,7.0,37.0,8.49,1,
2017-02-21,41.2,58.5,0.04,0.13,4.1,185.0,8.49,1,
2017-02-22,34.8,57.7,0.07,0.0,2.2,328.0,8.49,1,
2017-02-23,32.6,55.7,0.07,0.0,2.4,335.0,8.49,1,
2017-02-24,29.2,54.5,0.07,0.01,2.7,342.0,8.49,1,
2017-02-25,33.5,55.3,0.06,0.0,2.3,291.0,8.49,1,
2017-02-26,29.7,58.0,0.07,0.0,2.7,307.0,8.49,1,
2017-02-27,32.1,56.3,0.08,0.0,2.6,363.0,8.49,1,
2017-02-28,31.0,59.2,0.08,0.0,2.5,360.0,8.49,1,
2017-03-01,31.9,63.5,0.09,0.0,2.5,379.0,0.85,1,
2017-03-02,32.1,66.5,0.09,0.0,2.1,383.0,0.85,1,
2017-03-03,34.8,65.9,0.08,0.0,2.2,320.0,0.85,1,
2017-03-04,41.0,59.1,0.04,0.17,5.7,177.0,0.85,1,
2017-03-05,34.1,54.3,0.07,0.11,3.9,310.0,0.85,1,
2017-03-06,37.8,55.4,0.05,0.15,3.6,239.0,0.85,1,
2017-03-07,34.2,60.5,0.06,0.0,1.8,256.0,0.85,1,
2017-03-08,37.8,67.7,0.1,0.0,2.2,389.0,0.85,1,
2017-03-09,41.9,70.2,0.09,0.0,2.1,349.0,0.85,1,
2017-03-10,48.7,69.9,0.07,0.0,1.9,268.0,0.85,1,
2017-03-11,43.2,73.0,0.1,0.0,2.3,371.0,0.85,1,
2017-03-12,40.6,74.6,0.12,0.0,2.3,419.0,0.85,1,
2017-03-13,38.9,78.3,0.12,0.0,2.0,424.0,0.85,1,
2017-03-14,43.9,77.5,0.12,0.0,2.0,415.0,0.85,1,
2017-03-15,45.3,63.3,0.06,0.0,3.0,254.0,0.85,1,
2017-03-16,44.4,71.0,0.1,0.0,3.1,386.0,0.85,1,
2017-03-17,41.2,73.8,0.11,0.0,1.9,395.0,0.85,1,
2017-03-18,45.5,66.8,0.06,0.0,2.4,217.0,0.85,1,
2017-03-19,51.4,65.6,0.07,0.0,3.0,253.0,0.85,1,
2017-03-20,47.3,59.5,0.01,0.73,2.6,74.0,0.85,1,
2017-03-21,51.0,64.9,0.09,1.03,6.5,341.0,0.85,1,
2017-03-22,42.6,61.7,0.1,0.26,3.2,414.0,0.85,1,
2017-03-23,37.0,60.8,0.09,0.0,2.9,380.0,0.85,1,
2017-03-24,50.0,57.6,0.01,0.56,3.5,90.0,0.85,1,
2017-03-25,41.6,64.7,0.11,0.01,3.1,436.0,0.85,1,
2017-03-26,45.2,59.9,0.05,0.14,4.2,215.0,0.85,1,
2017-03-27,40.3,67.7,0.12,0.0,2.7,467.0,0.85,1,
2017-03-28,39.4,76.5,0.14,0.0,2.1,465.0,0.85,1,
2017-03-29,44.3,74.6,0.13,0.0,3.2,452.0,0.85,1,
2017-03-30,44.1,68.3,0.13,0.0,3.8,476.0,0.85,1,
2017-03-31,44.6,74.2,0.15,0.0,2.4,496.0,0.85,1,0.0
2017-04-01,44.6,74.9,0.15,0.0,3.2,476.0,1.31,1,0.0
2017-04-02,45.4,77.3,0.13,0.0,2.3,459.0,1.31,1,0.0
2017-04-03,38.8,74.4,0.15,0.0,2.9,499.0,1.31,1,0.0
2017-04-04,43.1,68.1,0.11,0.0,2.6,399.0,1.31,1,0.0
2017-04-05,44.4,70.5,0.11,0.0,2.0,355.0,1.31,1,0.0
2017-04-06,48.0,62.0,0.04,1.0,4.7,135.0,1.31,1,0.0
2017-04-07,45.0,61.2,0.04,0.93,4.5,187.0,1.31,1,0.0
2017-04-08,38.6,58.2,0.09,0.19,2.9,433.0,1.31,1,0.0
2017-04-09,34.4,61.5,0.12,0.0,2.6,502.0,1.31,1,0.0
2017-04-10,38.3,65.0,0.1,0.0,2.5,405.0,1.31,1,0.0
2017-04-11,49.5,61.9,0.04,0.06,4.2,136.0,1.31,1,0.0
2017-04-12,52.0,62.5,0.07,0.09,6.6,277.0,1.31,1,0.0
2017-04-13,40.0,61.3,0.11,0.26,4.0,455.0,1.31,1,0.0
2017-04-14,34.9,64.1,0.13,0.0,2.8,517.0,1.31,1,0.0
2017-04-15,35.9,66.4,0.12,0.0,2.0,441.0,1.31,1,0.0
2017-04-16,44.2,54.4,0.01,0.46,1.9,82.0,1.31,1,0.0
2017-04-17,52.6,60.8,0.03,0.14,2.3,153.0,1.31,1,0.0
2017-04-18,46.8,67.6,0.13,0.03,3.2,486.0,1.31,1,0.0
2017-04-19,41.4,66.5,0.12,0.2,4.0,466.0,1.31,1,0.0
2017-04-20,47.3,68.9,0.14,0.0,2.5,535.0,1.31,1,0.0
2017-04-21,42.7,75.2,0.16,0.0,2.8,544.0,1.31,1,0.0
2017-04-22,41.1,66.8,0.1,0.0,3.7,375.0,1.31,1,0.0
2017-04-23,47.1,66.6,0.14,0.0,4.6,542.0,1.31,1,0.0
2017-04-24,47.4,63.9,0.09,0.0,4.3,349.0,1.31,1,0.0
2017-04-25,47.7,66.9,0.11,0.0,3.9,418.0,1.31,1,0.0
2017-04-26,50.0,63.7,0.04,0.0,4.0,162.0,1.31,1,0.0
2017-04-27,42.5,70.5,0.15,0.0,3.2,539.0,1.31,1,0.0
2017-04-28,42.2,75.7,0.17,0.0,2.2,584.0,1.31,1,0.0
2017-04-29,44.5,78.4,0.19,0.0,2.6,578.0,1.31,1,0.0
2017-04-30,43.5,79.1,0.17,0.0,2.5,562.0,1.31,1,0.0
2017-05-01,47.1,86.1,0.19,0.0,2.3,570.0,0.43,1,0.0
2017-05-02,51.2,89.5,0.19,0.0,2.1,567.0,0.43,1,0.0
2017-05-03,54.0,89.3,0.19,0.0,2.5,571.0,0.43,1,0.0
2017-05-04,49.6,73.2,0.15,0.0,4.6,561.0,0.43,1,0.0
2017-05-05,49.5,70.1,0.15,0.0,5.9,536.0,0.43,1,0.0
2017-05-06,45.2,66.7,0.15,0.0,3.8,527.0,0.43,1,0.0
2017-05-07,42.9,74.7,0.17,0.0,3.1,559.0,0.43,1,0.0
2017-05-08,45.4,76.1,0.16,0.0,3.3,568.0,0.43,1,0.0
2017-05-09,46.1,76.7,0.17,0.0,4.1,571.0,0.43,1,0.0
2017-05-10,45.6,65.6,0.12,0.0,3.8,449.0,0.43,1,0.0
2017-05-11,48.3,68.4,0.09,0.0,4.0,340.0,0.43,1,0.0
2017-05-12,42.9,67.6,0.17,0.0,4.4,606.0,0.43,1,0.0
2017-05-13,36.4,67.3,0.16,0.0,3.6,604.0,0.43,1,0.0
2017-05-14,36.6,67.5,0.15,0.0,3.4,575.0,0.43,1,0.0
2017-05-15,37.8,71.0,0.16,0.0,3.9,595.0,0.43,1,0.0
2017-05-16,41.6,65.7,0.12,0.0,5.1,458.0,0.43,1,0.0
2017-05-17,40.7,72.6,0.18,0.0,3.1,608.0,0.43,1,0.0
2017-05-18,40.3,81.5,0.19,0.0,2.8,603.0,0.43,1,0.0
2017-05-19,45.2,84.9,0.21,0.0,2.7,604.0,0.43,1,0.0
2017-05-20,47.8,85.8,0.2,0.0,2.8,597.0,0.43,1,0.0
2017-05-21,46.7,86.2,0.2,0.0,2.8,597.0,0.43,1,0.0
2017-05-22,42.9,78.6,0.17,0.0,2.8,597.0,0.43,1,0.0
2017-05-23,44.6,73.7,0.16,0.0,3.7,597.0,0.43,1,0.0
2017-05-24,51.2,66.8,0.12,0.0,5.2,494.0,0.43,1,1.0
2017-05-25,51.6,65.3,0.12,0.0,5.2,464.0,0.43,1,1.0
2017-05-26,50.0,67.3,0.13,0.0,4.2,447.0,0.43,1,1.0
2017-05-27,40.5,72.1,0.14,0.0,3.8,539.0,0.43,1,1.0
2017-05-28,46.7,70.6,0.13,0.0,3.4,506.0,0.43,1,1.0
2017-05-29,45.0,69.4,0.13,0.0,3.8,485.0,0.43,1,1.0
2017-05-30,44.4,70.6,0.13,0.0,4.4,458.0,0.43,1,1.0
2017-05-31,50.3,75.0,0.17,0.0,4.3,575.0,0.43,1,1.0
2017-06-01,47.9,76.9,0.18,0.0,3.9,609.0,0.03,1,1.0
2017-06-02,43.0,82.5,0.19,0.0,3.1,613.0,0.03,1,1.0
2017-06-03,47.1,76.1,0.14,0.0,3.2,502.0,0.03,1,1.0
2017-06-04,41.4,78.2,0.19,0.0,3.5,622.0,0.03,1,1.0
2017-06-05,42.2,82.1,0.19,0.0,3.2,614.0,0.03,1,1.0
2017-06-06,45.4,71.7,0.16,0.0,3.9,572.0,0.03,1,1.0
2017-06-07,44.4,72.0,0.12,0.0,3.7,415.0,0.03,1,1.0
2017-06-08,54.4,64.5,0.05,0.19,2.3,186.0,0.03,1,1.0
2017-06-09,51.3,71.6,0.15,0.0,4.2,530.0,0.03,1,1.0
2017-06-10,42.8,71.1,0.18,0.0,4.6,617.0,0.03,1,1.0
2017-06-11,40.6,68.7,0.16,0.09,3.3,579.0,0.03,1,1.0
2017-06-12,40.2,70.7,0.17,0.0,3.3,618.0,0.03,1,1.0
2017-06-13,43.1,78.0,0.19,0.01,3.3,610.0,0.03,1,1.0
2017-06-14,43.0,83.8,0.2,0.0,3.2,607.0,0.03,1,1.0
2017-06-15,43.8,85.8,0.21,0.0,3.5,580.0,0.03,1,1.0
2017-06-16,53.7,92.1,0.23,0.0,3.7,593.0,0.03,1,1.0
2017-06-17,55.3,93.5,0.22,0.0,3.1,602.0,0.03,1,1.0
2017-06-18,59.3,101.0,0.25,0.0,3.0,597.0,0.03,1,1.0
2017-06-19,58.6,86.9,0.21,0.0,3.5,594.0,0.03,1,1.0
2017-06-20,57.6,82.1,0.19,0.0,4.1,584.0,0.03,1,1.0
2017-06-21,54.8,84.5,0.18,0.0,3.7,579.0,0.03,1,1.0
2017-06-22,57.9,88.7,0.21,0.0,3.4,591.0,0.03,1,1.0
2017-06-23,52.0,81.4,0.19,0.0,4.5,608.0,0.03,1,1.0
2017-06-24,54.9,80.0,0.18,0.0,5.0,576.0,0.03,1,1.0
2017-06-25,55.3,77.1,0.16,0.0,5.7,552.0,0.03,1,1.0
2017-06-26,56.7,76.6,0.18,0.0,5.7,576.0,0.03,1,1.0
2017-06-27,50.6,77.2,0.18,0.0,4.2,611.0,0.03,1,1.0
2017-06-28,45.3,72.9,0.15,0.0,3.7,528.0,0.03,1,1.0
2017-06-29,45.8,74.2,0.16,0.0,4.0,553.0,0.03,1,1.0
2017-06-30,45.2,75.2,0.15,0.0,4.2,535.0,0.03,1,1.0
2017-07-01,41.8,73.6,0.17,0.0,4.8,589.0,0.02,1,1.0
2017-07-02,49.9,70.8,0.16,0.0,5.4,567.0,0.02,1,1.0
2017-07-03,48.1,72.1,0.16,0.0,4.0,559.0,0.02,1,1.0
2017-07-04,46.0,75.4,0.17,0.0,3.9,594.0,0.02,1,1.0
2017-07-05,50.0,83.8,0.19,0.0,3.7,590.0,0.02,1,1.0
2017-07-06,44.4,92.3,0.21,0.0,3.4,599.0,0.02,1,1.0
2017-07-07,50.1,96.9,0.22,0.0,2.9,606.0,0.02,1,1.0
2017-07-08,50.6,94.1,0.24,0.0,3.5,598.0,0.02,1,1.0
2017-07-09,44.4,78.9,0.18,0.0,3.4,603.0,0.02,1,1.0
2017-07-10,48.6,76.0,0.18,0.0,4.0,596.0,0.02,1,1.0
2017-07-11,47.9,73.3,0.17,0.0,4.4,575.0,0.02,1,1.0
2017-07-12,46.7,75.3,0.17,0.0,3.8,570.0,0.02,1,1.0
2017-07-13,50.2,73.8,0.16,0.0,4.2,550.0,0.02,1,1.0
2017-07-14,50.4,78.0,0.16,0.0,3.5,557.0,0.02,1,1.0
2017-07-15,49.1,89.8,0.2,0.0,3.0,583.0,0.02,1,1.0
2017-07-16,54.0,99.3,0.24,0.0,3.1,594.0,0.02,1,1.0
2017-07-17,48.6,84.4,0.21,0.0,3.7,588.0,0.02,1,1.0
2017-07-18,42.2,74.4,0.17,0.0,4.6,591.0,0.02,1,1.0
2017-07-19,46.1,81.6,0.19,0.0,3.7,576.0,0.02,1,1.0
2017-07-20,46.3,83.9,0.19,0.0,3.7,587.0,0.02,1,1.0
2017-07-21,46.3,81.9,0.2,0.0,4.2,588.0,0.02,1,1.0
2017-07-22,49.8,90.3,0.2,0.0,3.1,578.0,0.02,1,1.0
2017-07-23,51.5,80.0,0.18,0.0,3.6,566.0,0.02,1,1.0
2017-07-24,51.2,74.3,0.16,0.0,4.9,551.0,0.02,1,2.0
2017-07-25,48.8,76.6,0.17,0.0,4.3,564.0,0.02,1,2.0
2017-07-26,49.5,81.7,0.18,0.0,3.9,570.0,0.02,1,2.0
2017-07-27,45.1,84.7,0.18,0.0,3.3,570.0,0.02,1,2.0
2017-07-28,49.4,76.4,0.17,0.0,4.3,583.0,0.02,1,2.0
2017-07-29,47.5,73.5,0.13,0.0,3.6,479.0,0.02,1,2.0
2017-07-30,46.1,78.5,0.15,0.0,3.5,502.0,0.02,1,2.0
2017-07-31,53.5,87.5,0.18,0.0,4.1,544.0,0.02,1,2.0
2017-08-01,49.7,87.3,0.18,0.0,3.4,524.0,0.0,1,2.0
2017-08-02,50.4,90.5,0.19,0.0,3.6,513.0,0.0,1,2.0
2017-08-03,58.7,86.9,0.17,0.0,3.5,448.0,0.0,1,2.0
2017-08-04,59.5,79.9,0.07,0.0,3.7,196.0,0.0,1,2.0
2017-08-05,56.3,82.2,0.15,0.0,4.7,476.0,0.0,1,2.0
2017-08-06,56.3,78.8,0.16,0.0,5.0,529.0,0.0,1,2.0
2017-08-07,53.2,78.8,0.15,0.0,3.9,477.0,0.0,1,2.0
2017-08-08,57.2,74.4,0.14,0.0,4.4,489.0,0.0,1,2.0
2017-08-09,53.9,74.3,0.11,0.0,3.8,393.0,0.0,1,2.0
2017-08-10,52.9,74.8,0.12,0.0,3.5,414.0,0.0,1,2.0
2017-08-11,52.9,77.3,0.13,0.0,3.5,428.0,0.0,1,2.0
2017-08-12,50.4,75.0,0.14,0.0,4.4,489.0,0.0,1,2.0
2017-08-13,52.1,75.1,0.15,0.0,4.4,501.0,0.0,1,2.0
2017-08-14,53.3,71.6,0.11,0.0,4.4,401.0,0.0,1,2.0
2017-08-15,52.9,68.9,0.12,0.0,5.3,460.0,0.0,1,2.0
2017-08-16,55.0,75.4,0.14,0.0,4.4,462.0,0.0,1,2.0
2017-08-17,56.6,85.0,0.16,0.0,4.4,474.0,0.0,1,2.0
2017-08-18,55.9,77.7,0.14,0.0,4.7,475.0,0.0,1,2.0
2017-08-19,55.2,74.6,0.14,0.0,4.8,466.0,0.0,1,2.0
2017-08-20,58.8,77.4,0.14,0.0,4.2,443.0,0.0,1,2.0
2017-08-21,57.7,77.5,0.1,0.0,4.1,326.0,0.0,1,2.0
2017-08-22,53.4,86.1,0.16,0.0,3.7,485.0,0.0,1,2.0
2017-08-23,50.3,77.5,0.14,0.0,3.4,470.0,0.0,1,2.0
2017-08-24,49.6,74.9,0.13,0.0,4.1,443.0,0.0,1,2.0
2017-08-25,48.5,79.4,0.14,0.0,2.8,456.0,0.0,1,2.0
2017-08-26,43.9,94.7,0.18,0.0,2.6,506.0,0.0,1,2.0
2017-08-27,52.1,97.6,0.18,0.0,2.6,497.0,0.0,1,2.0
2017-08-28,54.4,86.1,0.17,0.0,3.3,496.0,0.0,1,3.0
2017-08-29,50.4,76.4,0.15,0.0,3.8,498.0,0.0,1,
2017-08-30,42.7,79.1,0.15,0.0,3.5,509.0,0.0,1,
2017-08-31,47.2,98.9,0.17,0.0,2.2,473.0,0.0,1,
2017-09-01,53.5,106.9,0.2,0.0,2.6,438.0,0.64,1,
2017-09-02,60.5,107.1,0.18,0.0,2.1,411.0,0.64,1,
2017-09-03,60.6,95.0,0.18,0.0,3.0,431.0,0.64,1,
2017-09-04,60.6,83.4,0.11,0.0,4.0,259.0,0.64,1,
2017-09-05,62.7,86.4,0.14,0.0,3.4,381.0,0.64,1,
2017-09-06,55.7,79.8,0.14,0.0,4.1,430.0,0.64,1,
2017-09-07,58.8,71.2,0.04,0.04,3.0,128.0,0.64,1,
2017-09-08,55.1,78.9,0.12,0.0,3.4,385.0,0.64,1,
2017-09-09,55.6,86.0,0.12,0.0,2.8,388.0,0.64,1,
2017-09-10,55.3,98.0,0.18,0.0,2.7,446.0,0.64,1,
2017-09-11,61.9,95.1,0.15,0.0,3.5,395.0,0.64,1,
2017-09-12,57.0,84.7,0.14,0.0,4.2,394.0,0.64,1,
2017-09-13,62.0,75.0,0.07,0.0,3.8,230.0,0.64,1,
2017-09-14,48.9,76.1,0.11,0.0,3.8,373.0,0.64,1,
2017-09-15,45.0,79.7,0.15,0.0,3.3,441.0,0.64,1,
2017-09-16,44.2,77.4,0.12,0.0,3.1,402.0,0.64,1,
2017-09-17,40.5,74.9,0.13,0.0,3.1,415.0,0.64,1,
2017-09-18,51.2,81.0,0.13,0.0,4.3,385.0,0.64,1,
2017-09-19,44.5,79.5,0.14,0.0,3.0,424.0,0.64,1,
2017-09-20,50.0,76.7,0.11,0.0,4.3,318.0,0.64,1,
2017-09-21,40.1,73.9,0.14,0.0,3.2,434.0,0.64,1,
2017-09-22,38.0,72.5,0.13,0.0,2.8,426.0,0.64,1,
2017-09-23,38.9,85.0,0.15,0.0,2.2,433.0,0.64,1,
2017-09-24,39.5,87.5,0.15,0.0,2.4,417.0,0.64,1,
2017-09-25,42.1,85.8,0.16,0.0,2.8,419.0,0.64,1,
2017-09-26,45.8,93.2,0.16,0.0,2.3,415.0,0.64,1,
2017-09-27,47.0,90.1,0.17,0.0,2.9,415.0,0.64,1,
2017-09-28,44.7,88.6,0.15,0.0,2.6,410.0,0.64,1,
2017-09-29,45.1,76.2,0.11,0.0,2.8,345.0,0.64,1,
2017-09-30,45.8,82.1,0.12,0.0,2.6,362.0,0.64,1,
2017-10-01,43.6,85.1,0.14,0.0,2.8,378.0,2.7,1,
2017-10-02,41.5,81.2,0.16,0.0,2.9,391.0,2.7,1,
2017-10-03,36.9,79.1,0.12,0.0,2.6,374.0,2.7,1,
2017-10-04,37.7,78.5,0.12,0.0,2.5,375.0,2.7,1,
2017-10-05,37.3,82.7,0.14,0.0,2.4,376.0,2.7,1,
2017-10-06,37.5,86.8,0.14,0.0,2.4,374.0,2.7,1,
2017-10-07,36.9,83.7,0.14,0.0,2.5,366.0,2.7,1,
2017-10-08,42.3,86.8,0.13,0.0,2.5,366.0,2.7,1,
2017-10-09,45.1,81.6,0.13,0.0,2.5,280.0,2.7,1,
