Date,Sample Description,Group #,Sample #,Sample Status,Analysis Name,Comment,Result,Units
1/20/2016,15 ZIN3,0874943R,601191006,Reported,polymeric anthocyanins/tannin index,,0.069,
1/20/2016,15 ZIN3,0874943R,601191006,Reported,polymeric anthocyanins,,35,mg/L
1/20/2016,15 ZIN3,0874943R,601191006,Reported,molecular sulfur dioxide,,0.12,mg/L
1/20/2016,15 ZIN3,0874943R,601191006,Reported,free sulfur dioxide,,25,mg/L
1/20/2016,15 ZIN3,0874943R,601191006,Reported,catechin/tannin index,,<0.01,
1/20/2016,15 ZIN3,0874943R,601191006,Reported,catechin,,2,mg/L
1/20/2016,15 ZIN3,0874943R,601191006,Reported,volatile acidity(acetic),,0.59,g/L
1/20/2016,15 ZIN1 PJ,0874943R,601191005,Reported,total sulfur dioxide,,57,mg/L
1/20/2016,15 ZIN1 PJ,0874943R,601191005,Reported,total anthocyanins,,266,mg/L
1/20/2016,15 ZIN1 PJ,0874943R,601191005,Reported,titratable acidity,,6.2,g/L
1/20/2016,15 ZIN1 PJ,0874943R,601191005,Reported,tannin,,507,mg/L
1/20/2016,15 ZIN1 PJ,0874943R,601191005,Reported,pH,,4.10,
1/20/2016,15 ZIN1 PJ,0874943R,601191005,Reported,polymeric anthocyanins/tannin index,,0.063,
1/20/2016,15 ZIN1 PJ,0874943R,601191005,Reported,polymeric anthocyanins,,32,mg/L
1/20/2016,15 ZIN1 PJ,0874943R,601191005,Reported,molecular sulfur dioxide,,0.12,mg/L
1/20/2016,15 ZIN1 PJ,0874943R,601191005,Reported,free sulfur dioxide,,23,mg/L
1/20/2016,15 ZIN1 PJ,0874943R,601191005,Reported,catechin/tannin index,,<0.01,
1/20/2016,15 ZIN1 PJ,0874943R,601191005,Reported,catechin,,1,mg/L
1/20/2016,15 ZIN1 PJ,0874943R,601191005,Reported,volatile acidity(acetic),,0.72,g/L
1/20/2016,15 ZIN1,0874943R,601191004,Reported,total sulfur dioxide,,55,mg/L
1/20/2016,15 ZIN1,0874943R,601191004,Reported,total anthocyanins,,318,mg/L
1/20/2016,15 ZIN1,0874943R,601191004,Reported,titratable acidity,,6.1,g/L
1/20/2016,15 ZIN1,0874943R,601191004,Reported,tannin,,458,mg/L
1/20/2016,15 ZIN1,0874943R,601191004,Reported,pH,,4.06,
1/20/2016,15 ZIN1,0874943R,601191004,Reported,polymeric anthocyanins/tannin index,,0.066,
1/20/2016,15 ZIN1,0874943R,601191004,Reported,polymeric anthocyanins,,30,mg/L
1/20/2016,15 ZIN1,0874943R,601191004,Reported,molecular sulfur dioxide,,0.13,mg/L
1/20/2016,15 ZIN1,0874943R,601191004,Reported,free sulfur dioxide,,23,mg/L
1/20/2016,15 ZIN1,0874943R,601191004,Reported,catechin/tannin index,,<0.01,
1/20/2016,15 ZIN1,0874943R,601191004,Reported,catechin,,2,mg/L
1/20/2016,15 ZIN1,0874943R,601191004,Reported,volatile acidity(acetic),,0.75,g/L
1/20/2016,15 VCS South,0874943R,601191003,Reported,total sulfur dioxide,,5,mg/L
1/20/2016,15 VCS South,0874943R,601191003,Reported,total anthocyanins,,198,mg/L
1/20/2016,15 VCS South,0874943R,601191003,Reported,titratable acidity,,6.6,g/L
1/20/2016,15 VCS South,0874943R,601191003,Reported,tannin,,1124,mg/L
1/20/2016,15 VCS South,0874943R,601191003,Reported,pH,,3.95,
1/20/2016,15 VCS South,0874943R,601191003,Reported,polymeric anthocyanins/tannin index,,0.061,
1/20/2016,15 VCS South,0874943R,601191003,Reported,polymeric anthocyanins,,69,mg/L
1/20/2016,15 VCS South,0874943R,601191003,Reported,molecular sulfur dioxide,,<0.10,mg/L
1/20/2016,15 VCS South,0874943R,601191003,Reported,free sulfur dioxide,,<2,mg/L
1/20/2016,15 VCS South,0874943R,601191003,Reported,catechin/tannin index,,<0.01,
1/20/2016,15 VCS South,0874943R,601191003,Reported,catechin,,3,mg/L
1/20/2016,15 VCS South,0874943R,601191003,Reported,volatile acidity(acetic),,0.79,g/L
1/20/2016,15 VCS Site,0874943R,601191002,Reported,total sulfur dioxide,,54,mg/L
1/20/2016,15 VCS Site,0874943R,601191002,Reported,total anthocyanins,,287,mg/L
1/20/2016,15 VCS Site,0874943R,601191002,Reported,titratable acidity,,7.2,g/L
1/20/2016,15 VCS Site,0874943R,601191002,Reported,tannin,,853,mg/L
1/20/2016,15 VCS Site,0874943R,601191002,Reported,pH,,3.87,
1/20/2016,15 VCS Site,0874943R,601191002,Reported,polymeric anthocyanins/tannin index,,0.062,
1/20/2016,15 VCS Site,0874943R,601191002,Reported,polymeric anthocyanins,,53,mg/L
1/20/2016,15 VCS Site,0874943R,601191002,Reported,molecular sulfur dioxide,,0.22,mg/L
1/20/2016,15 VCS Site,0874943R,601191002,Reported,free sulfur dioxide,,25,mg/L
1/20/2016,15 VCS Site,0874943R,601191002,Reported,catechin/tannin index,,<0.01,
1/20/2016,15 VCS Site,0874943R,601191002,Reported,catechin,,7,mg/L
1/20/2016,15 VCS Site,0874943R,601191002,Reported,volatile acidity(acetic),,0.76,g/L
1/20/2016,15 RPPY,0874943R,601191001,Reported,total sulfur dioxide,,69,mg/L
1/20/2016,15 RPPY,0874943R,601191001,Reported,total anthocyanins,,272,mg/L
1/20/2016,15 RPPY,0874943R,601191001,Reported,titratable acidity,,7.3,g/L
1/20/2016,15 RPPY,0874943R,601191001,Reported,tannin,,833,mg/L
1/20/2016,15 RPPY,0874943R,601191001,Reported,pH,,3.92,
1/20/2016,15 RPPY,0874943R,601191001,Reported,polymeric anthocyanins/tannin index,,0.066,
1/20/2016,15 RPPY,0874943R,601191001,Reported,polymeric anthocyanins,,55,mg/L
1/20/2016,15 RPPY,0874943R,601191001,Reported,molecular sulfur dioxide,,0.21,mg/L
1/20/2016,15 RPPY,0874943R,601191001,Reported,free sulfur dioxide,,27,mg/L
1/20/2016,15 RPPY,0874943R,601191001,Reported,catechin/tannin index,,<0.01,
1/20/2016,15 RPPY,0874943R,601191001,Reported,catechin,,6,mg/L
1/20/2016,15 RPPY,0874943R,601191001,Reported,volatile acidity(acetic),,0.80,g/L
9/17/2015,Tres Sabores: Cab North Site,0832045,509170728,Reported,yeast assimilable nitrogen,,180,mg/L (as N)
9/17/2015,Tres Sabores: Cab North Site,0832045,509170728,Reported,total anthocyanins,,911,mg/L
9/17/2015,Tres Sabores: Cab North Site,0832045,509170728,Reported,titratable acidity,,5.9,g/L
9/17/2015,Tres Sabores: Cab North Site,0832045,509170728,Reported,sugar per berry,,0.246,g/berry
9/17/2015,Tres Sabores: Cab North Site,0832045,509170728,Reported,quercetin glycosides,,43,mg/L
9/17/2015,Tres Sabores: Cab North Site,0832045,509170728,Reported,tannin,,278,mg/L
9/17/2015,Tres Sabores: Cab North Site,0832045,509170728,Reported,pH,,3.72,
9/17/2015,Tres Sabores: Cab North Site,0832045,509170728,Reported,polymeric anthocyanins/tannin index,,0.054,
9/17/2015,Tres Sabores: Cab North Site,0832045,509170728,Reported,polymeric anthocyanins,,15,mg/L
9/17/2015,Tres Sabores: Cab North Site,0832045,509170728,Reported,alpha-amino compounds (as N),,94,mg/L
9/17/2015,Tres Sabores: Cab North Site,0832045,509170728,Reported,ammonia,,105,mg/L
9/17/2015,Tres Sabores: Cab North Site,0832045,509170728,Reported,berry weight,,1.00,g/berry
9/17/2015,Tres Sabores: Cab North Site,0832045,509170728,Reported,glucose + fructose,,267,g/L
9/17/2015,Tres Sabores: Cab North Site,0832045,509170728,Reported,catechin/tannin index,,0.180,
9/17/2015,Tres Sabores: Cab North Site,0832045,509170728,Reported,catechin,,50,mg/L
9/17/2015,Tres Sabores: Cab North Site,0832045,509170728,Reported,brix,,24.6,degrees
9/17/2015,Tres Sabores: Cab North Site,0832045,509170728,Reported,L-malic acid,,2.85,g/L
9/17/2015,Tres Sabores: Cab North Site,0832045,509170728,Reported,Comments,,200 berries counted,
9/17/2015,Tres Sabores: Cabernet (Viejo Cab),0832045,509170727,Reported,yeast assimilable nitrogen,,142,mg/L (as N)
9/17/2015,Tres Sabores: Cabernet (Viejo Cab),0832045,509170727,Reported,total anthocyanins,,880,mg/L
9/17/2015,Tres Sabores: Cabernet (Viejo Cab),0832045,509170727,Reported,titratable acidity,,6.0,g/L
9/17/2015,Tres Sabores: Cabernet (Viejo Cab),0832045,509170727,Reported,sugar per berry,,0.248,g/berry
9/17/2015,Tres Sabores: Cabernet (Viejo Cab),0832045,509170727,Reported,quercetin glycosides,,28,mg/L
9/17/2015,Tres Sabores: Cabernet (Viejo Cab),0832045,509170727,Reported,tannin,,268,mg/L
9/17/2015,Tres Sabores: Cabernet (Viejo Cab),0832045,509170727,Reported,pH,,3.59,
9/17/2015,Tres Sabores: Cabernet (Viejo Cab),0832045,509170727,Reported,polymeric anthocyanins/tannin index,,0.060,
9/17/2015,Tres Sabores: Cabernet (Viejo Cab),0832045,509170727,Reported,polymeric anthocyanins,,16,mg/L
9/17/2015,Tres Sabores: Cabernet (Viejo Cab),0832045,509170727,Reported,alpha-amino compounds (as N),,71,mg/L
9/17/2015,Tres Sabores: Cabernet (Viejo Cab),0832045,509170727,Reported,ammonia,,86,mg/L
9/17/2015,Tres Sabores: Cabernet (Viejo Cab),0832045,509170727,Reported,berry weight,,0.99,g/berry
9/17/2015,Tres Sabores: Cabernet (Viejo Cab),0832045,509170727,Reported,glucose + fructose,,274,g/L
9/17/2015,Tres Sabores: Cabernet (Viejo Cab),0832045,509170727,Reported,catechin/tannin index,,0.164,
9/17/2015,Tres Sabores: Cabernet (Viejo Cab),0832045,509170727,Reported,catechin,,44,mg/L
9/17/2015,Tres Sabores: Cabernet (Viejo Cab),0832045,509170727,Reported,brix,,25.1,degrees
9/17/2015,Tres Sabores: Cabernet (Viejo Cab),0832045,509170727,Reported,L-malic acid,,2.51,g/L
9/17/2015,Tres Sabores: Cabernet (Viejo Cab),0832045,509170727,Reported,Comments,,200 berries counted,
9/13/2015,Tres Sabores Upper ZIN ,0828854,509120874,Reported,yeast assimilable nitrogen,,197,mg/L (as N)
9/13/2015,Tres Sabores Upper ZIN ,0828854,509120874,Reported,total anthocyanins,,670,mg/L
9/13/2015,Tres Sabores Upper ZIN ,0828854,509120874,Reported,titratable acidity,,7.0,g/L
9/13/2015,Tres Sabores Upper ZIN ,0828854,509120874,Reported,sugar per berry,,0.538,g/berry
9/13/2015,Tres Sabores Upper ZIN ,0828854,509120874,Reported,quercetin glycosides,,13,mg/L
9/13/2015,Tres Sabores Upper ZIN ,0828854,509120874,Reported,tannin,,354,mg/L
9/13/2015,Tres Sabores Upper ZIN ,0828854,509120874,Reported,pH,,3.66,
9/13/2015,Tres Sabores Upper ZIN ,0828854,509120874,Reported,polymeric anthocyanins/tannin index,,0.048,
9/13/2015,Tres Sabores Upper ZIN ,0828854,509120874,Reported,polymeric anthocyanins,,17,mg/L
9/13/2015,Tres Sabores Upper ZIN ,0828854,509120874,Reported,alpha-amino compounds (as N),,133,mg/L
9/13/2015,Tres Sabores Upper ZIN ,0828854,509120874,Reported,ammonia,,78,mg/L
9/13/2015,Tres Sabores Upper ZIN ,0828854,509120874,Reported,berry weight,,2.25,g/berry
9/13/2015,Tres Sabores Upper ZIN ,0828854,509120874,Reported,glucose + fructose,,248,g/L
9/13/2015,Tres Sabores Upper ZIN ,0828854,509120874,Reported,catechin/tannin index,,0.040,
9/13/2015,Tres Sabores Upper ZIN ,0828854,509120874,Reported,catechin,,14,mg/L
9/13/2015,Tres Sabores Upper ZIN ,0828854,509120874,Reported,brix,,23.9,degrees
9/13/2015,Tres Sabores Upper ZIN ,0828854,509120874,Reported,L-malic acid,,4.56,g/L
9/13/2015,Tres Sabores Upper ZIN ,0828854,509120874,Reported,Comments,,200 berries counted,
9/13/2015,Tres Sabores Upper ZIN site,0828854,509120873,Reported,yeast assimilable nitrogen,,200,mg/L (as N)
9/13/2015,Tres Sabores Upper ZIN site,0828854,509120873,Reported,total anthocyanins,,706,mg/L
9/13/2015,Tres Sabores Upper ZIN site,0828854,509120873,Reported,titratable acidity,,6.8,g/L
9/13/2015,Tres Sabores Upper ZIN site,0828854,509120873,Reported,sugar per berry,,0.514,g/berry
9/13/2015,Tres Sabores Upper ZIN site,0828854,509120873,Reported,quercetin glycosides,,11,mg/L
9/13/2015,Tres Sabores Upper ZIN site,0828854,509120873,Reported,tannin,,340,mg/L
9/13/2015,Tres Sabores Upper ZIN site,0828854,509120873,Reported,pH,,3.71,
9/13/2015,Tres Sabores Upper ZIN site,0828854,509120873,Reported,polymeric anthocyanins/tannin index,,0.047,
9/13/2015,Tres Sabores Upper ZIN site,0828854,509120873,Reported,polymeric anthocyanins,,16,mg/L
9/13/2015,Tres Sabores Upper ZIN site,0828854,509120873,Reported,alpha-amino compounds (as N),,126,mg/L
9/13/2015,Tres Sabores Upper ZIN site,0828854,509120873,Reported,ammonia,,90,mg/L
9/13/2015,Tres Sabores Upper ZIN site,0828854,509120873,Reported,berry weight,,2.15,g/berry
9/13/2015,Tres Sabores Upper ZIN site,0828854,509120873,Reported,glucose + fructose,,250,g/L
9/13/2015,Tres Sabores Upper ZIN site,0828854,509120873,Reported,catechin/tannin index,,0.041,
9/13/2015,Tres Sabores Upper ZIN site,0828854,509120873,Reported,catechin,,14,mg/L
9/13/2015,Tres Sabores Upper ZIN site,0828854,509120873,Reported,brix,,23.9,degrees
9/13/2015,Tres Sabores Upper ZIN site,0828854,509120873,Reported,L-malic acid,,5.09,g/L
9/13/2015,Tres Sabores Upper ZIN site,0828854,509120873,Reported,Comments,,200 berries counted,
9/8/2015,Tres Zin Site SE,0825216,509070881,Reported,yeast assimilable nitrogen,,147,mg/L (as N)
9/8/2015,Tres Zin Site SE,0825216,509070881,Reported,total anthocyanins,,1073,mg/L
9/8/2015,Tres Zin Site SE,0825216,509070881,Reported,titratable acidity,,6.4,g/L
9/8/2015,Tres Zin Site SE,0825216,509070881,Reported,sugar per berry,,0.358,g/berry
9/8/2015,Tres Zin Site SE,0825216,509070881,Reported,quercetin glycosides,,42,mg/L
9/8/2015,Tres Zin Site SE,0825216,509070881,Reported,tannin,,394,mg/L
9/8/2015,Tres Zin Site SE,0825216,509070881,Reported,pH,,3.59,
9/8/2015,Tres Zin Site SE,0825216,509070881,Reported,polymeric anthocyanins/tannin index,,0.046,
9/8/2015,Tres Zin Site SE,0825216,509070881,Reported,polymeric anthocyanins,,18,mg/L
9/8/2015,Tres Zin Site SE,0825216,509070881,Reported,alpha-amino compounds (as N),,106,mg/L
9/8/2015,Tres Zin Site SE,0825216,509070881,Reported,ammonia,,50,mg/L
9/8/2015,Tres Zin Site SE,0825216,509070881,Reported,berry weight,,1.48,g/berry
9/8/2015,Tres Zin Site SE,0825216,509070881,Reported,glucose + fructose,,258,g/L
9/8/2015,Tres Zin Site SE,0825216,509070881,Reported,catechin/tannin index,,1.400,
9/8/2015,Tres Zin Site SE,0825216,509070881,Reported,catechin,,<1,mg/L
9/8/2015,Tres Zin Site SE,0825216,509070881,Reported,brix,,24.2,degrees
9/8/2015,Tres Zin Site SE,0825216,509070881,Reported,L-malic acid,,3.00,g/L
9/8/2015,Tres Zin Site SE,0825216,509070881,Reported,Comments,,200 berries counted,
9/8/2015,Tres Zin Site NW,0825216,509070880,Reported,yeast assimilable nitrogen,,202,mg/L (as N)
9/8/2015,Tres Zin Site NW,0825216,509070880,Reported,total anthocyanins,,734,mg/L
9/8/2015,Tres Zin Site NW,0825216,509070880,Reported,titratable acidity,,8.2,g/L
9/8/2015,Tres Zin Site NW,0825216,509070880,Reported,sugar per berry,,0.508,g/berry
9/8/2015,Tres Zin Site NW,0825216,509070880,Reported,quercetin glycosides,,19,mg/L
9/8/2015,Tres Zin Site NW,0825216,509070880,Reported,tannin,,317,mg/L
9/8/2015,Tres Zin Site NW,0825216,509070880,Reported,pH,,3.57,
9/8/2015,Tres Zin Site NW,0825216,509070880,Reported,polymeric anthocyanins/tannin index,,0.044,
9/8/2015,Tres Zin Site NW,0825216,509070880,Reported,polymeric anthocyanins,,14,mg/L
9/8/2015,Tres Zin Site NW,0825216,509070880,Reported,alpha-amino compounds (as N),,120,mg/L
9/8/2015,Tres Zin Site NW,0825216,509070880,Reported,ammonia,,100,mg/L
9/8/2015,Tres Zin Site NW,0825216,509070880,Reported,berry weight,,2.29,g/berry
9/8/2015,Tres Zin Site NW,0825216,509070880,Reported,glucose + fructose,,231,g/L
9/8/2015,Tres Zin Site NW,0825216,509070880,Reported,catechin/tannin index,,0.025,
9/8/2015,Tres Zin Site NW,0825216,509070880,Reported,catechin,,8,mg/L
9/8/2015,Tres Zin Site NW,0825216,509070880,Reported,brix,,22.2,degrees
9/8/2015,Tres Zin Site NW,0825216,509070880,Reported,L-malic acid,,5.22,g/L
9/8/2015,Tres Zin Site NW,0825216,509070880,Reported,Comments,,200 berries counted,
9/8/2015,Tres Zin General,0825216,509070879,Reported,yeast assimilable nitrogen,,193,mg/L (as N)
9/8/2015,Tres Zin General,0825216,509070879,Reported,total anthocyanins,,637,mg/L
9/8/2015,Tres Zin General,0825216,509070879,Reported,titratable acidity,,8.4,g/L
9/8/2015,Tres Zin General,0825216,509070879,Reported,sugar per berry,,0.477,g/berry
9/8/2015,Tres Zin General,0825216,509070879,Reported,quercetin glycosides,,18,mg/L
9/8/2015,Tres Zin General,0825216,509070879,Reported,tannin,,318,mg/L
9/8/2015,Tres Zin General,0825216,509070879,Reported,pH,,3.52,
9/8/2015,Tres Zin General,0825216,509070879,Reported,polymeric anthocyanins/tannin index,,0.035,
9/8/2015,Tres Zin General,0825216,509070879,Reported,polymeric anthocyanins,,11,mg/L
9/8/2015,Tres Zin General,0825216,509070879,Reported,alpha-amino compounds (as N),,121,mg/L
9/8/2015,Tres Zin General,0825216,509070879,Reported,ammonia,,87,mg/L
9/8/2015,Tres Zin General,0825216,509070879,Reported,catechin/tannin index,,0.019,
9/8/2015,Tres Zin General,0825216,509070879,Reported,catechin,,6,mg/L
9/8/2015,Tres Zin General,0825216,509070879,Reported,brix,,22.4,degrees
9/8/2015,Tres Zin General,0825216,509070879,Reported,L-malic acid,,5.30,g/L
9/8/2015,Tres Zin General,0825216,509070879,Reported,Comments,,200 berries counted,
9/8/2015,Tres Zin 1,0825216,509070878,Reported,yeast assimilable nitrogen,,194,mg/L (as N)
9/8/2015,Tres Zin 1,0825216,509070878,Reported,total anthocyanins,,748,mg/L
9/8/2015,Tres Zin 1,0825216,509070878,Reported,titratable acidity,,6.3,g/L
9/8/2015,Tres Zin 1,0825216,509070878,Reported,sugar per berry,,0.410,g/berry
9/8/2015,Tres Zin 1,0825216,509070878,Reported,quercetin glycosides,,50,mg/L
9/8/2015,Tres Zin 1,0825216,509070878,Reported,tannin,,334,mg/L
9/8/2015,Tres Zin 1,0825216,509070878,Reported,pH,,3.70,
9/8/2015,Tres Zin 1,0825216,509070878,Reported,polymeric anthocyanins/tannin index,,0.042,
9/8/2015,Tres Zin 1,0825216,509070878,Reported,polymeric anthocyanins,,14,mg/L
9/8/2015,Tres Zin 1,0825216,509070878,Reported,alpha-amino compounds (as N),,132,mg/L
9/8/2015,Tres Zin 1,0825216,509070878,Reported,ammonia,,75,mg/L
9/8/2015,Tres Zin 1,0825216,509070878,Reported,berry weight,,1.71,g/berry
9/8/2015,Tres Zin 1,0825216,509070878,Reported,glucose + fructose,,254,g/L
9/8/2015,Tres Zin 1,0825216,509070878,Reported,catechin/tannin index,,N/A,
9/8/2015,Tres Zin 1,0825216,509070878,Reported,catechin,,<1,mg/L
9/8/2015,Tres Zin 1,0825216,509070878,Reported,brix,,24.0,degrees
9/8/2015,Tres Zin 1,0825216,509070878,Reported,L-malic acid,,3.35,g/L
9/8/2015,Tres Zin 1,0825216,509070878,Reported,Comments,,200 berries counted,
9/8/2015,Tres Zin General,0825216,509070879,Reported,berry weight,,2.13,g/berry
9/8/2015,Tres Zin General,0825216,509070879,Reported,glucose + fructose,,232,g/L
9/3/2015,Ebert Biale Aldo Sensor 2/3,0822823,509030081,Reported,yeast assimilable nitrogen,,174,mg/L (as N)
9/3/2015,Ebert Biale Aldo Sensor 2/3,0822823,509030081,Reported,total anthocyanins,,749,mg/L
9/3/2015,Ebert Biale Aldo Sensor 2/3,0822823,509030081,Reported,titratable acidity,,8.6,g/L
9/3/2015,Ebert Biale Aldo Sensor 2/3,0822823,509030081,Reported,sugar per berry,,0.494,g/berry
9/3/2015,Ebert Biale Aldo Sensor 2/3,0822823,509030081,Reported,quercetin glycosides,,21,mg/L
9/3/2015,Ebert Biale Aldo Sensor 2/3,0822823,509030081,Reported,tannin,,386,mg/L
9/3/2015,Ebert Biale Aldo Sensor 2/3,0822823,509030081,Reported,pH,,3.25,
9/3/2015,Ebert Biale Aldo Sensor 2/3,0822823,509030081,Reported,polymeric anthocyanins/tannin index,,0.028,
9/3/2015,Ebert Biale Aldo Sensor 2/3,0822823,509030081,Reported,polymeric anthocyanins,,11,mg/L
9/3/2015,Ebert Biale Aldo Sensor 2/3,0822823,509030081,Reported,alpha-amino compounds (as N),,97,mg/L
9/3/2015,Ebert Biale Aldo Sensor 2/3,0822823,509030081,Reported,ammonia,,94,mg/L
9/3/2015,Ebert Biale Aldo Sensor 2/3,0822823,509030081,Reported,berry weight,,2.14,g/berry
9/3/2015,Ebert Biale Aldo Sensor 2/3,0822823,509030081,Reported,glucose + fructose,,248,g/L
9/3/2015,Ebert Biale Aldo Sensor 2/3,0822823,509030081,Reported,catechin/tannin index,,0.036,
9/3/2015,Ebert Biale Aldo Sensor 2/3,0822823,509030081,Reported,catechin,,14,mg/L
9/3/2015,Ebert Biale Aldo Sensor 2/3,0822823,509030081,Reported,brix,,23.1,degrees
9/3/2015,Ebert Biale Aldo Sensor 2/3,0822823,509030081,Reported,L-malic acid,,3.70,g/L
9/3/2015,Ebert Biale Aldo Sensor 2/3,0822823,509030081,Reported,Comments,,200 berries counted,
9/3/2015,Ebert Biale Aldo Random 2/3,0822823,509030080,Reported,yeast assimilable nitrogen,,156,mg/L (as N)
9/3/2015,Ebert Biale Aldo Random 2/3,0822823,509030080,Reported,total anthocyanins,,658,mg/L
9/3/2015,Ebert Biale Aldo Random 2/3,0822823,509030080,Reported,titratable acidity,,7.9,g/L
9/3/2015,Ebert Biale Aldo Random 2/3,0822823,509030080,Reported,sugar per berry,,0.550,g/berry
9/3/2015,Ebert Biale Aldo Random 2/3,0822823,509030080,Reported,quercetin glycosides,,25,mg/L
9/3/2015,Ebert Biale Aldo Random 2/3,0822823,509030080,Reported,tannin,,405,mg/L
9/3/2015,Ebert Biale Aldo Random 2/3,0822823,509030080,Reported,pH,,3.32,
9/3/2015,Ebert Biale Aldo Random 2/3,0822823,509030080,Reported,polymeric anthocyanins/tannin index,,0.025,
9/3/2015,Ebert Biale Aldo Random 2/3,0822823,509030080,Reported,polymeric anthocyanins,,10,mg/L
9/3/2015,Ebert Biale Aldo Random 2/3,0822823,509030080,Reported,alpha-amino compounds (as N),,93,mg/L
9/3/2015,Ebert Biale Aldo Random 2/3,0822823,509030080,Reported,ammonia,,77,mg/L
9/3/2015,Ebert Biale Aldo Random 2/3,0822823,509030080,Reported,berry weight,,2.33,g/berry
9/3/2015,Ebert Biale Aldo Random 2/3,0822823,509030080,Reported,glucose + fructose,,254,g/L
9/3/2015,Ebert Biale Aldo Random 2/3,0822823,509030080,Reported,catechin/tannin index,,0.025,
9/3/2015,Ebert Biale Aldo Random 2/3,0822823,509030080,Reported,catechin,,10,mg/L
9/3/2015,Ebert Biale Aldo Random 2/3,0822823,509030080,Reported,brix,,23.6,degrees
9/3/2015,Ebert Biale Aldo Random 2/3,0822823,509030080,Reported,L-malic acid,,3.64,g/L
9/3/2015,Ebert Biale Aldo Random 2/3,0822823,509030080,Reported,Comments,,200 berries counted,
9/2/2015,EBERT.BIALE BR Sensor 4,0821873,509010732,Reported,yeast assimilable nitrogen,,286,mg/L (as N)
9/2/2015,EBERT.BIALE BR Sensor 4,0821873,509010732,Reported,total anthocyanins,,753,mg/L
9/2/2015,EBERT.BIALE BR Sensor 4,0821873,509010732,Reported,titratable acidity,,9.2,g/L
9/2/2015,EBERT.BIALE BR Sensor 4,0821873,509010732,Reported,sugar per berry,,0.495,g/berry
9/2/2015,EBERT.BIALE BR Sensor 4,0821873,509010732,Reported,quercetin glycosides,,15,mg/L
9/2/2015,EBERT.BIALE BR Sensor 4,0821873,509010732,Reported,tannin,,250,mg/L
9/2/2015,EBERT.BIALE BR Sensor 4,0821873,509010732,Reported,pH,,3.32,
9/2/2015,EBERT.BIALE BR Sensor 4,0821873,509010732,Reported,polymeric anthocyanins/tannin index,,0.044,
9/2/2015,EBERT.BIALE BR Sensor 4,0821873,509010732,Reported,polymeric anthocyanins,,11,mg/L
9/2/2015,EBERT.BIALE BR Sensor 4,0821873,509010732,Reported,alpha-amino compounds (as N),,160,mg/L
9/2/2015,EBERT.BIALE BR Sensor 4,0821873,509010732,Reported,ammonia,,153,mg/L
9/2/2015,EBERT.BIALE BR Sensor 4,0821873,509010732,Reported,berry weight,,2.23,g/berry
9/2/2015,EBERT.BIALE BR Sensor 4,0821873,509010732,Reported,glucose + fructose,,236,g/L
9/2/2015,EBERT.BIALE BR Sensor 4,0821873,509010732,Reported,catechin/tannin index,,0.028,
9/2/2015,EBERT.BIALE BR Sensor 4,0821873,509010732,Reported,catechin,,7,mg/L
9/2/2015,EBERT.BIALE BR Sensor 4,0821873,509010732,Reported,brix,,22.2,degrees
9/2/2015,EBERT.BIALE BR Sensor 4,0821873,509010732,Reported,L-malic acid,,3.98,g/L
9/2/2015,EBERT.BIALE BR Sensor 4,0821873,509010732,Reported,Comments,,200 berries counted,
9/2/2015,EBERT.BIALE BR Sensor 3,0821873,509010731,Reported,yeast assimilable nitrogen,,264,mg/L (as N)
9/2/2015,EBERT.BIALE BR Sensor 3,0821873,509010731,Reported,total anthocyanins,,895,mg/L
9/2/2015,EBERT.BIALE BR Sensor 3,0821873,509010731,Reported,titratable acidity,,9.6,g/L
9/2/2015,EBERT.BIALE BR Sensor 3,0821873,509010731,Reported,sugar per berry,,0.402,g/berry
9/2/2015,EBERT.BIALE BR Sensor 3,0821873,509010731,Reported,quercetin glycosides,,19,mg/L
9/2/2015,EBERT.BIALE BR Sensor 3,0821873,509010731,Reported,pH,,3.23,
9/2/2015,EBERT.BIALE BR Sensor 3,0821873,509010731,Reported,polymeric anthocyanins/tannin index,,0.038,
9/2/2015,EBERT.BIALE BR Sensor 3,0821873,509010731,Reported,polymeric anthocyanins,,15,mg/L
9/2/2015,EBERT.BIALE BR Sensor 3,0821873,509010731,Reported,alpha-amino compounds (as N),,147,mg/L
9/2/2015,EBERT.BIALE BR Sensor 3,0821873,509010731,Reported,ammonia,,142,mg/L
9/2/2015,EBERT.BIALE BR Sensor 3,0821873,509010731,Reported,berry weight,,1.59,g/berry
9/2/2015,EBERT.BIALE BR Sensor 3,0821873,509010731,Reported,glucose + fructose,,269,g/L
9/2/2015,EBERT.BIALE BR Sensor 3,0821873,509010731,Reported,catechin/tannin index,,0.030,
9/2/2015,EBERT.BIALE BR Sensor 3,0821873,509010731,Reported,catechin,,12,mg/L
9/2/2015,EBERT.BIALE BR Sensor 3,0821873,509010731,Reported,brix,,25.3,degrees
9/2/2015,EBERT.BIALE BR Sensor 3,0821873,509010731,Reported,L-malic acid,,3.45,g/L
9/2/2015,EBERT.BIALE BR Sensor 3,0821873,509010731,Reported,Comments,,200 berries counted,
9/2/2015,EBERT.BIALE BR Sensor 2,0821873,509010730,Reported,yeast assimilable nitrogen,,274,mg/L (as N)
9/2/2015,EBERT.BIALE BR Sensor 2,0821873,509010730,Reported,total anthocyanins,,842,mg/L
9/2/2015,EBERT.BIALE BR Sensor 2,0821873,509010730,Reported,titratable acidity,,10.1,g/L
