;Date;Sample Description;Group #;Sample #;Analysis Name;Result
372;2016-09-26;2A Site 2 (Tres Sabores);947887;609260362A;total anthocyanins;718
373;2016-09-26;2B (Tres Sabores);947887;609260363A;catechin;49
374;2016-09-26;2B (Tres Sabores);947887;609260363A;catechin/tannin index;0.136
375;2016-09-26;2B (Tres Sabores);947887;609260363A;polymeric anthocyanins;16
376;2016-09-26;2B (Tres Sabores);947887;609260363A;polymeric anthocyanins/tannin index;0.044
377;2016-09-26;2B (Tres Sabores);947887;609260363A;tannin;360
378;2016-09-26;2B (Tres Sabores);947887;609260363A;quercetin glycosides;25
379;2016-09-26;2B (Tres Sabores);947887;609260363A;total anthocyanins;690
380;2016-09-26;2A Site 2 (Tres Sabores);947884;609260362;Comments;200 berries counted
381;2016-09-26;2A Site 2 (Tres Sabores);947884;609260362;L-malic acid;4.9
382;2016-09-26;2A Site 2 (Tres Sabores);947884;609260362;brix;24.7
383;2016-09-26;2A Site 2 (Tres Sabores);947884;609260362;glucose + fructose;242
384;2016-09-26;2A Site 2 (Tres Sabores);947884;609260362;berry weight;2.31
385;2016-09-26;2A Site 2 (Tres Sabores);947884;609260362;pH;3.79
386;2016-09-26;2A Site 2 (Tres Sabores);947884;609260362;sugar per berry;0.571
387;2016-09-26;2A Site 2 (Tres Sabores);947884;609260362;titratable acidity;6.6
388;2016-09-26;2B (Tres Sabores);947884;609260363;Comments;200 berries counted
389;2016-09-26;2B (Tres Sabores);947884;609260363;L-malic acid;4.03
390;2016-09-26;2B (Tres Sabores);947884;609260363;brix;25.6
391;2016-09-26;2B (Tres Sabores);947884;609260363;glucose + fructose;259
392;2016-09-26;2B (Tres Sabores);947884;609260363;berry weight;1.89
393;2016-09-26;2B (Tres Sabores);947884;609260363;pH;3.72
394;2016-09-26;2B (Tres Sabores);947884;609260363;sugar per berry;0.484
395;2016-09-26;2B (Tres Sabores);947884;609260363;titratable acidity;6.5
396;2016-09-25;BC-6;946917;609240591;catechin;<1
397;2016-09-25;BC-6;946917;609240591;catechin/tannin index;
398;2016-09-25;BC-6;946917;609240591;polymeric anthocyanins;2
399;2016-09-25;BC-6;946917;609240591;polymeric anthocyanins/tannin index;0.051
400;2016-09-25;BC-6;946917;609240591;tannin;39
401;2016-09-25;BC-6;946917;609240591;total anthocyanins;169
402;2016-09-24;BC-6;946915;609240590;L-malic acid;3.55
403;2016-09-24;BC-6;946915;609240590;tartaric acid;2.9
404;2016-09-24;BC-6;946915;609240590;brix;26.9
405;2016-09-24;BC-6;946915;609240590;glucose + fructose;283
406;2016-09-24;BC-6;946915;609240590;potassium;1460
407;2016-09-24;BC-6;946915;609240590;ammonia;67
408;2016-09-24;BC-6;946915;609240590;alpha-amino compounds (as N);144
409;2016-09-24;BC-6;946915;609240590;pH;3.45
410;2016-09-24;BC-6;946915;609240590;titratable acidity;5.9
411;2016-09-24;BC-6;946915;609240590;yeast assimilable nitrogen;199
412;2016-09-22;1A Site (Tres Sabores);944661;609211261A;catechin;6
413;2016-09-22;1A Site (Tres Sabores);944661;609211261A;catechin/tannin index;0.015
414;2016-09-22;1A Site (Tres Sabores);944661;609211261A;polymeric anthocyanins;19
415;2016-09-22;1A Site (Tres Sabores);944661;609211261A;polymeric anthocyanins/tannin index;0.046
416;2016-09-22;1A Site (Tres Sabores);944661;609211261A;tannin;413
417;2016-09-22;1A Site (Tres Sabores);944661;609211261A;quercetin glycosides;72
418;2016-09-22;1A Site (Tres Sabores);944661;609211261A;total anthocyanins;1229
419;2016-09-22;1B (Tres Sabores);944661;609211262A;catechin;15
420;2016-09-22;1B (Tres Sabores);944661;609211262A;catechin/tannin index;0.047
421;2016-09-22;1B (Tres Sabores);944661;609211262A;polymeric anthocyanins;15
422;2016-09-22;1B (Tres Sabores);944661;609211262A;polymeric anthocyanins/tannin index;0.047
423;2016-09-22;1B (Tres Sabores);944661;609211262A;tannin;320
424;2016-09-22;1B (Tres Sabores);944661;609211262A;quercetin glycosides;75
425;2016-09-22;1B (Tres Sabores);944661;609211262A;total anthocyanins;1092
426;2016-09-21;1A Site (Tres Sabores);944660;609211261;Comments;200 berries counted
427;2016-09-21;1A Site (Tres Sabores);944660;609211261;L-malic acid;1.71
428;2016-09-21;1A Site (Tres Sabores);944660;609211261;brix;25.3
429;2016-09-21;1A Site (Tres Sabores);944660;609211261;glucose + fructose;270
430;2016-09-21;1A Site (Tres Sabores);944660;609211261;berry weight;1
431;2016-09-21;1A Site (Tres Sabores);944660;609211261;pH;3.41
432;2016-09-21;1A Site (Tres Sabores);944660;609211261;sugar per berry;0.253
433;2016-09-21;1A Site (Tres Sabores);944660;609211261;titratable acidity;6.2
434;2016-09-21;1B (Tres Sabores);944660;609211262;Comments;200 berries counted
435;2016-09-21;1B (Tres Sabores);944660;609211262;L-malic acid;2.37
436;2016-09-21;1B (Tres Sabores);944660;609211262;brix;24.4
437;2016-09-21;1B (Tres Sabores);944660;609211262;glucose + fructose;260
438;2016-09-21;1B (Tres Sabores);944660;609211262;berry weight;1.07
439;2016-09-21;1B (Tres Sabores);944660;609211262;pH;3.42
440;2016-09-21;1B (Tres Sabores);944660;609211262;sugar per berry;0.261
441;2016-09-21;1B (Tres Sabores);944660;609211262;titratable acidity;6.5
442;2016-09-12;Black Sears Site 1 9/9/16 ;935984;609090781;Comments;200 berries counted
443;2016-09-12;Black Sears Site 1 9/9/16 ;935984;609090781;L-malic acid;6.12
444;2016-09-12;Black Sears Site 1 9/9/16 ;935984;609090781;brix;22.8
445;2016-09-12;Black Sears Site 1 9/9/16 ;935984;609090781;catechin;17
446;2016-09-12;Black Sears Site 1 9/9/16 ;935984;609090781;catechin/tannin index;0.064
447;2016-09-12;Black Sears Site 1 9/9/16 ;935984;609090781;glucose + fructose;230
448;2016-09-12;Black Sears Site 1 9/9/16 ;935984;609090781;berry weight;2.12
449;2016-09-12;Black Sears Site 1 9/9/16 ;935984;609090781;polymeric anthocyanins;11
450;2016-09-12;Black Sears Site 1 9/9/16 ;935984;609090781;polymeric anthocyanins/tannin index;0.042
451;2016-09-12;Black Sears Site 1 9/9/16 ;935984;609090781;pH;3.62
452;2016-09-12;Black Sears Site 1 9/9/16 ;935984;609090781;tannin;264
453;2016-09-12;Black Sears Site 1 9/9/16 ;935984;609090781;quercetin glycosides;45
454;2016-09-12;Black Sears Site 1 9/9/16 ;935984;609090781;sugar per berry;0.483
455;2016-09-12;Black Sears Site 1 9/9/16 ;935984;609090781;titratable acidity;8.7
456;2016-09-12;Black Sears Site 1 9/9/16 ;935984;609090781;total anthocyanins;945
457;2016-09-12;Black  Sears Site 1 near sensor 9/9/16 ;935984;609090782;Comments;200 berries counted
458;2016-09-12;Black  Sears Site 1 near sensor 9/9/16 ;935984;609090782;L-malic acid;5.65
459;2016-09-12;Black  Sears Site 1 near sensor 9/9/16 ;935984;609090782;brix;23.9
460;2016-09-12;Black  Sears Site 1 near sensor 9/9/16 ;935984;609090782;catechin;18
461;2016-09-12;Black  Sears Site 1 near sensor 9/9/16 ;935984;609090782;catechin/tannin index;0.057
462;2016-09-12;Black  Sears Site 1 near sensor 9/9/16 ;935984;609090782;glucose + fructose;245
463;2016-09-12;Black  Sears Site 1 near sensor 9/9/16 ;935984;609090782;berry weight;2.24
464;2016-09-12;Black  Sears Site 1 near sensor 9/9/16 ;935984;609090782;polymeric anthocyanins;9
465;2016-09-12;Black  Sears Site 1 near sensor 9/9/16 ;935984;609090782;polymeric anthocyanins/tannin index;0.029
466;2016-09-12;Black  Sears Site 1 near sensor 9/9/16 ;935984;609090782;pH;3.42
467;2016-09-12;Black  Sears Site 1 near sensor 9/9/16 ;935984;609090782;tannin;314
468;2016-09-12;Black  Sears Site 1 near sensor 9/9/16 ;935984;609090782;quercetin glycosides;37
469;2016-09-12;Black  Sears Site 1 near sensor 9/9/16 ;935984;609090782;sugar per berry;0.535
470;2016-09-12;Black  Sears Site 1 near sensor 9/9/16 ;935984;609090782;titratable acidity;8.9
471;2016-09-12;Black  Sears Site 1 near sensor 9/9/16 ;935984;609090782;total anthocyanins;844
472;2016-09-12;Black Sears Site 2 9/9/16 ;935984;609090783;Comments;200 berries counted
473;2016-09-12;Black Sears Site 2 9/9/16 ;935984;609090783;L-malic acid;5.17
474;2016-09-12;Black Sears Site 2 9/9/16 ;935984;609090783;brix;25.6
475;2016-09-12;Black Sears Site 2 9/9/16 ;935984;609090783;catechin;21
476;2016-09-12;Black Sears Site 2 9/9/16 ;935984;609090783;catechin/tannin index;0.065
477;2016-09-12;Black Sears Site 2 9/9/16 ;935984;609090783;glucose + fructose;268
478;2016-09-12;Black Sears Site 2 9/9/16 ;935984;609090783;berry weight;2.44
479;2016-09-12;Black Sears Site 2 9/9/16 ;935984;609090783;polymeric anthocyanins;11
480;2016-09-12;Black Sears Site 2 9/9/16 ;935984;609090783;polymeric anthocyanins/tannin index;0.034
481;2016-09-12;Black Sears Site 2 9/9/16 ;935984;609090783;pH;3.51
482;2016-09-12;Black Sears Site 2 9/9/16 ;935984;609090783;tannin;323
483;2016-09-12;Black Sears Site 2 9/9/16 ;935984;609090783;quercetin glycosides;51
484;2016-09-12;Black Sears Site 2 9/9/16 ;935984;609090783;sugar per berry;0.625
485;2016-09-12;Black Sears Site 2 9/9/16 ;935984;609090783;titratable acidity;8.9
486;2016-09-12;Black Sears Site 2 9/9/16 ;935984;609090783;total anthocyanins;951
487;2016-09-12;Black Sears Site 2 near sensor 9/9/16 ;935984;609090784;Comments;200 berries counted
488;2016-09-12;Black Sears Site 2 near sensor 9/9/16 ;935984;609090784;L-malic acid;5.11
489;2016-09-12;Black Sears Site 2 near sensor 9/9/16 ;935984;609090784;brix;23.3
490;2016-09-12;Black Sears Site 2 near sensor 9/9/16 ;935984;609090784;catechin;20
491;2016-09-12;Black Sears Site 2 near sensor 9/9/16 ;935984;609090784;catechin/tannin index;0.065
492;2016-09-12;Black Sears Site 2 near sensor 9/9/16 ;935984;609090784;glucose + fructose;239
493;2016-09-12;Black Sears Site 2 near sensor 9/9/16 ;935984;609090784;berry weight;2
494;2016-09-12;Black Sears Site 2 near sensor 9/9/16 ;935984;609090784;polymeric anthocyanins;13
495;2016-09-12;Black Sears Site 2 near sensor 9/9/16 ;935984;609090784;polymeric anthocyanins/tannin index;0.042
496;2016-09-12;Black Sears Site 2 near sensor 9/9/16 ;935984;609090784;pH;3.65
497;2016-09-12;Black Sears Site 2 near sensor 9/9/16 ;935984;609090784;tannin;309
498;2016-09-12;Black Sears Site 2 near sensor 9/9/16 ;935984;609090784;quercetin glycosides;46
499;2016-09-12;Black Sears Site 2 near sensor 9/9/16 ;935984;609090784;sugar per berry;0.466
500;2016-09-12;Black Sears Site 2 near sensor 9/9/16 ;935984;609090784;titratable acidity;7.7
501;2016-09-12;Black Sears Site 2 near sensor 9/9/16 ;935984;609090784;total anthocyanins;949
502;2016-09-12;Black Sears Site 3 9/9/16 ;935984;609090785;Comments;200 berries counted
503;2016-09-12;Black Sears Site 3 9/9/16 ;935984;609090785;L-malic acid;4.76
504;2016-09-12;Black Sears Site 3 9/9/16 ;935984;609090785;brix;23.1
505;2016-09-12;Black Sears Site 3 9/9/16 ;935984;609090785;catechin;32
506;2016-09-12;Black Sears Site 3 9/9/16 ;935984;609090785;catechin/tannin index;0.107
507;2016-09-12;Black Sears Site 3 9/9/16 ;935984;609090785;glucose + fructose;235
508;2016-09-12;Black Sears Site 3 9/9/16 ;935984;609090785;berry weight;2.17
509;2016-09-12;Black Sears Site 3 9/9/16 ;935984;609090785;polymeric anthocyanins;10
510;2016-09-12;Black Sears Site 3 9/9/16 ;935984;609090785;polymeric anthocyanins/tannin index;0.034
511;2016-09-12;Black Sears Site 3 9/9/16 ;935984;609090785;pH;3.49
512;2016-09-12;Black Sears Site 3 9/9/16 ;935984;609090785;tannin;298
513;2016-09-12;Black Sears Site 3 9/9/16 ;935984;609090785;quercetin glycosides;41
514;2016-09-12;Black Sears Site 3 9/9/16 ;935984;609090785;sugar per berry;0.501
515;2016-09-12;Black Sears Site 3 9/9/16 ;935984;609090785;titratable acidity;8
516;2016-09-12;Black Sears Site 3 9/9/16 ;935984;609090785;total anthocyanins;758
517;2016-09-12;Black Sears Site 3 near sensor 9/9/16 ;935984;609090786;Comments;200 berries counted
518;2016-09-12;Black Sears Site 3 near sensor 9/9/16 ;935984;609090786;L-malic acid;6.31
519;2016-09-12;Black Sears Site 3 near sensor 9/9/16 ;935984;609090786;brix;20.4
520;2016-09-12;Black Sears Site 3 near sensor 9/9/16 ;935984;609090786;catechin;29
521;2016-09-12;Black Sears Site 3 near sensor 9/9/16 ;935984;609090786;catechin/tannin index;0.132
522;2016-09-12;Black Sears Site 3 near sensor 9/9/16 ;935984;609090786;glucose + fructose;200
523;2016-09-12;Black Sears Site 3 near sensor 9/9/16 ;935984;609090786;berry weight;2.48
524;2016-09-12;Black Sears Site 3 near sensor 9/9/16 ;935984;609090786;polymeric anthocyanins;8
525;2016-09-12;Black Sears Site 3 near sensor 9/9/16 ;935984;609090786;polymeric anthocyanins/tannin index;0.036
526;2016-09-12;Black Sears Site 3 near sensor 9/9/16 ;935984;609090786;pH;3.35
527;2016-09-12;Black Sears Site 3 near sensor 9/9/16 ;935984;609090786;tannin;220
528;2016-09-12;Black Sears Site 3 near sensor 9/9/16 ;935984;609090786;quercetin glycosides;20
529;2016-09-12;Black Sears Site 3 near sensor 9/9/16 ;935984;609090786;sugar per berry;0.506
530;2016-09-12;Black Sears Site 3 near sensor 9/9/16 ;935984;609090786;titratable acidity;10.7
531;2016-09-12;Black Sears Site 3 near sensor 9/9/16 ;935984;609090786;total anthocyanins;552
532;2016-09-12;Black Sears Site 4 9/9/16 ;935984;609090787;Comments;200 berries counted
533;2016-09-12;Black Sears Site 4 9/9/16 ;935984;609090787;L-malic acid;4.13
534;2016-09-12;Black Sears Site 4 9/9/16 ;935984;609090787;brix;23.6
535;2016-09-12;Black Sears Site 4 9/9/16 ;935984;609090787;catechin;27
536;2016-09-12;Black Sears Site 4 9/9/16 ;935984;609090787;catechin/tannin index;0.079
537;2016-09-12;Black Sears Site 4 9/9/16 ;935984;609090787;glucose + fructose;244
538;2016-09-12;Black Sears Site 4 9/9/16 ;935984;609090787;berry weight;2.55
539;2016-09-12;Black Sears Site 4 9/9/16 ;935984;609090787;polymeric anthocyanins;13
540;2016-09-12;Black Sears Site 4 9/9/16 ;935984;609090787;polymeric anthocyanins/tannin index;0.038
541;2016-09-12;Black Sears Site 4 9/9/16 ;935984;609090787;pH;3.54
542;2016-09-12;Black Sears Site 4 9/9/16 ;935984;609090787;tannin;340
543;2016-09-12;Black Sears Site 4 9/9/16 ;935984;609090787;quercetin glycosides;44
544;2016-09-12;Black Sears Site 4 9/9/16 ;935984;609090787;sugar per berry;0.602
545;2016-09-12;Black Sears Site 4 9/9/16 ;935984;609090787;titratable acidity;7.5
546;2016-09-12;Black Sears Site 4 9/9/16 ;935984;609090787;total anthocyanins;826
547;2016-09-12;Black Sears Site 4 near sensor 9/9/16 ;935984;609090788;Comments;200 berries counted
548;2016-09-12;Black Sears Site 4 near sensor 9/9/16 ;935984;609090788;L-malic acid;4.17
549;2016-09-12;Black Sears Site 4 near sensor 9/9/16 ;935984;609090788;brix;23.4
550;2016-09-12;Black Sears Site 4 near sensor 9/9/16 ;935984;609090788;catechin;30
551;2016-09-12;Black Sears Site 4 near sensor 9/9/16 ;935984;609090788;catechin/tannin index;0.096
552;2016-09-12;Black Sears Site 4 near sensor 9/9/16 ;935984;609090788;glucose + fructose;243
553;2016-09-12;Black Sears Site 4 near sensor 9/9/16 ;935984;609090788;berry weight;2.42
554;2016-09-12;Black Sears Site 4 near sensor 9/9/16 ;935984;609090788;polymeric anthocyanins;11
555;2016-09-12;Black Sears Site 4 near sensor 9/9/16 ;935984;609090788;polymeric anthocyanins/tannin index;0.035
556;2016-09-12;Black Sears Site 4 near sensor 9/9/16 ;935984;609090788;pH;3.66
557;2016-09-12;Black Sears Site 4 near sensor 9/9/16 ;935984;609090788;tannin;313
558;2016-09-12;Black Sears Site 4 near sensor 9/9/16 ;935984;609090788;quercetin glycosides;21
559;2016-09-12;Black Sears Site 4 near sensor 9/9/16 ;935984;609090788;sugar per berry;0.566
560;2016-09-12;Black Sears Site 4 near sensor 9/9/16 ;935984;609090788;titratable acidity;6.5
561;2016-09-12;Black Sears Site 4 near sensor 9/9/16 ;935984;609090788;total anthocyanins;683
562;2016-09-09;Tres Sabores Berries;0935687H;609090089;catechin;9
563;2016-09-09;Tres Sabores Berries;0935687H;609090089;catechin/tannin index;0.02
564;2016-09-09;Tres Sabores Berries;0935687H;609090089;polymeric anthocyanins;16
565;2016-09-09;Tres Sabores Berries;0935687H;609090089;polymeric anthocyanins/tannin index;0.035
566;2016-09-09;Tres Sabores Berries;0935687H;609090089;tannin;457
567;2016-09-09;Tres Sabores Berries;0935687H;609090089;quercetin glycosides;39
568;2016-09-09;Tres Sabores Berries;0935687H;609090089;total anthocyanins;960
569;2016-09-09;Tres Sabores Berries;0935686H;609090088;L-malic acid;4.06
570;2016-09-09;Tres Sabores Berries;0935686H;609090088;tartaric acid;4.6
571;2016-09-09;Tres Sabores Berries;0935686H;609090088;brix;22.3
572;2016-09-09;Tres Sabores Berries;0935686H;609090088;glucose + fructose;226
573;2016-09-09;Tres Sabores Berries;0935686H;609090088;potassium;2030
574;2016-09-09;Tres Sabores Berries;0935686H;609090088;ammonia;79
575;2016-09-09;Tres Sabores Berries;0935686H;609090088;alpha-amino compounds (as N);136
576;2016-09-09;Tres Sabores Berries;0935686H;609090088;pH;3.64
577;2016-09-09;Tres Sabores Berries;0935686H;609090088;titratable acidity;6.3
578;2016-09-09;Tres Sabores Berries;0935686H;609090088;yeast assimilable nitrogen;201
579;2016-09-08;Young Primitivo, Random;934398;609070683;catechin;9
580;2016-09-08;Young Primitivo, Random;934398;609070683;catechin/tannin index;0.036
581;2016-09-08;Young Primitivo, Random;934398;609070683;polymeric anthocyanins;10
582;2016-09-08;Young Primitivo, Random;934398;609070683;polymeric anthocyanins/tannin index;0.04
583;2016-09-08;Young Primitivo, Random;934398;609070683;tannin;253
584;2016-09-08;Young Primitivo, Random;934398;609070683;quercetin glycosides;22
585;2016-09-08;Young Primitivo, Random;934398;609070683;total anthocyanins;1032
586;2016-09-08;Young Primitivo, Sensor;934398;609070684;catechin;7
587;2016-09-08;Young Primitivo, Sensor;934398;609070684;catechin/tannin index;0.03
588;2016-09-08;Young Primitivo, Sensor;934398;609070684;polymeric anthocyanins;8
589;2016-09-08;Young Primitivo, Sensor;934398;609070684;polymeric anthocyanins/tannin index;0.034
590;2016-09-08;Young Primitivo, Sensor;934398;609070684;tannin;233
591;2016-09-08;Young Primitivo, Sensor;934398;609070684;quercetin glycosides;26
592;2016-09-08;Young Primitivo, Sensor;934398;609070684;total anthocyanins;1008
593;2016-09-07;Young Primitivo, Random;934397;609070681;Comments;215 berries
594;2016-09-07;Young Primitivo, Random;934397;609070681;L-malic acid;4.75
595;2016-09-07;Young Primitivo, Random;934397;609070681;brix;24.3
596;2016-09-07;Young Primitivo, Random;934397;609070681;glucose + fructose;253
597;2016-09-07;Young Primitivo, Random;934397;609070681;berry weight;2.23
598;2016-09-07;Young Primitivo, Random;934397;609070681;pH;3.17
599;2016-09-07;Young Primitivo, Random;934397;609070681;sugar per berry;0.542
600;2016-09-07;Young Primitivo, Random;934397;609070681;titratable acidity;10.3
601;2016-09-07;Young Primitivo, Sensor;934397;609070682;Comments;215 berries
602;2016-09-07;Young Primitivo, Sensor;934397;609070682;L-malic acid;5.86
603;2016-09-07;Young Primitivo, Sensor;934397;609070682;brix;25.7
604;2016-09-07;Young Primitivo, Sensor;934397;609070682;glucose + fructose;265
605;2016-09-07;Young Primitivo, Sensor;934397;609070682;berry weight;2.47
606;2016-09-07;Young Primitivo, Sensor;934397;609070682;pH;3.18
607;2016-09-07;Young Primitivo, Sensor;934397;609070682;sugar per berry;0.635
608;2016-09-07;Young Primitivo, Sensor;934397;609070682;titratable acidity;12
609;2016-08-26;1A Site;927844;608250673;L-malic acid;2.49
610;2016-08-26;1A Site;927844;608250673;brix;21.4
611;2016-08-26;1A Site;927844;608250673;catechin;27
612;2016-08-26;1A Site;927844;608250673;catechin/tannin index;0.122
613;2016-08-26;1A Site;927844;608250673;glucose + fructose;218
614;2016-08-26;1A Site;927844;608250673;berry weight;1.04
615;2016-08-26;1A Site;927844;608250673;polymeric anthocyanins;6
616;2016-08-26;1A Site;927844;608250673;polymeric anthocyanins/tannin index;0.027
617;2016-08-26;1A Site;927844;608250673;pH;3.23
618;2016-08-26;1A Site;927844;608250673;tannin;221
619;2016-08-26;1A Site;927844;608250673;quercetin glycosides;75
620;2016-08-26;1A Site;927844;608250673;sugar per berry;0.223
621;2016-08-26;1A Site;927844;608250673;titratable acidity;8.2
622;2016-08-26;1A Site;927844;608250673;total anthocyanins;1000
623;2016-08-26;1B;927844;608250674;L-malic acid;4.19
624;2016-08-26;1B;927844;608250674;brix;19.8
625;2016-08-26;1B;927844;608250674;catechin;54
626;2016-08-26;1B;927844;608250674;catechin/tannin index;0.365
627;2016-08-26;1B;927844;608250674;glucose + fructose;195
628;2016-08-26;1B;927844;608250674;berry weight;1.33
629;2016-08-26;1B;927844;608250674;polymeric anthocyanins;4
630;2016-08-26;1B;927844;608250674;polymeric anthocyanins/tannin index;0.027
631;2016-08-26;1B;927844;608250674;pH;3.25
632;2016-08-26;1B;927844;608250674;tannin;148
633;2016-08-26;1B;927844;608250674;quercetin glycosides;42
634;2016-08-26;1B;927844;608250674;sugar per berry;0.263
635;2016-08-26;1B;927844;608250674;titratable acidity;9.5
636;2016-08-26;1B;927844;608250674;total anthocyanins;622
637;2016-08-26;2A Site;927844;608250675;L-malic acid;7.56
638;2016-08-26;2A Site;927844;608250675;brix;18.7
639;2016-08-26;2A Site;927844;608250675;catechin;38
640;2016-08-26;2A Site;927844;608250675;catechin/tannin index;0.207
641;2016-08-26;2A Site;927844;608250675;glucose + fructose;186
642;2016-08-26;2A Site;927844;608250675;berry weight;2.61
643;2016-08-26;2A Site;927844;608250675;polymeric anthocyanins;4
644;2016-08-26;2A Site;927844;608250675;polymeric anthocyanins/tannin index;0.022
645;2016-08-26;2A Site;927844;608250675;pH;3.28
646;2016-08-26;2A Site;927844;608250675;tannin;184
647;2016-08-26;2A Site;927844;608250675;quercetin glycosides;20
648;2016-08-26;2A Site;927844;608250675;sugar per berry;0.488
649;2016-08-26;2A Site;927844;608250675;titratable acidity;11.5
650;2016-08-26;2A Site;927844;608250675;total anthocyanins;380
651;2016-08-26;2B;927844;608250676;L-malic acid;6.72
652;2016-08-26;2B;927844;608250676;brix;19.1
653;2016-08-26;2B;927844;608250676;catechin;27
654;2016-08-26;2B;927844;608250676;catechin/tannin index;0.141
655;2016-08-26;2B;927844;608250676;glucose + fructose;183
656;2016-08-26;2B;927844;608250676;berry weight;2.89
657;2016-08-26;2B;927844;608250676;polymeric anthocyanins;4
658;2016-08-26;2B;927844;608250676;polymeric anthocyanins/tannin index;0.021
659;2016-08-26;2B;927844;608250676;pH;3.36
660;2016-08-26;2B;927844;608250676;tannin;191
661;2016-08-26;2B;927844;608250676;quercetin glycosides;24
662;2016-08-26;2B;927844;608250676;sugar per berry;0.552
663;2016-08-26;2B;927844;608250676;titratable acidity;10.3
664;2016-08-26;2B;927844;608250676;total anthocyanins;409
665;2016-08-26;3A Site;927844;608250677;L-malic acid;5.67
666;2016-08-26;3A Site;927844;608250677;brix;20.9
667;2016-08-26;3A Site;927844;608250677;catechin;16
668;2016-08-26;3A Site;927844;608250677;catechin/tannin index;0.066
669;2016-08-26;3A Site;927844;608250677;glucose + fructose;207
670;2016-08-26;3A Site;927844;608250677;berry weight;1.86
671;2016-08-26;3A Site;927844;608250677;polymeric anthocyanins;5
672;2016-08-26;3A Site;927844;608250677;polymeric anthocyanins/tannin index;0.02
673;2016-08-26;3A Site;927844;608250677;pH;3.29
674;2016-08-26;3A Site;927844;608250677;tannin;244
675;2016-08-26;3A Site;927844;608250677;quercetin glycosides;39
676;2016-08-26;3A Site;927844;608250677;sugar per berry;0.389
677;2016-08-26;3A Site;927844;608250677;titratable acidity;9.8
678;2016-08-26;3A Site;927844;608250677;total anthocyanins;655
679;2016-08-26;3B;927844;608250678;L-malic acid;5.2
680;2016-08-26;3B;927844;608250678;brix;19.7
681;2016-08-26;3B;927844;608250678;catechin;15
682;2016-08-26;3B;927844;608250678;catechin/tannin index;0.059
683;2016-08-26;3B;927844;608250678;glucose + fructose;194
684;2016-08-26;3B;927844;608250678;berry weight;2.42
685;2016-08-26;3B;927844;608250678;polymeric anthocyanins;5
686;2016-08-26;3B;927844;608250678;polymeric anthocyanins/tannin index;0.02
687;2016-08-26;3B;927844;608250678;pH;3.35
688;2016-08-26;3B;927844;608250678;tannin;254
689;2016-08-26;3B;927844;608250678;quercetin glycosides;29
690;2016-08-26;3B;927844;608250678;sugar per berry;0.477
691;2016-08-26;3B;927844;608250678;titratable acidity;9.1
692;2016-08-26;3B;927844;608250678;total anthocyanins;399
693;2016-08-26;4A Site;927844;608250679;L-malic acid;4.24
694;2016-08-26;4A Site;927844;608250679;brix;20.2
695;2016-08-26;4A Site;927844;608250679;catechin;57
696;2016-08-26;4A Site;927844;608250679;catechin/tannin index;0.26
697;2016-08-26;4A Site;927844;608250679;glucose + fructose;202
698;2016-08-26;4A Site;927844;608250679;berry weight;1.28
699;2016-08-26;4A Site;927844;608250679;polymeric anthocyanins;5
700;2016-08-26;4A Site;927844;608250679;polymeric anthocyanins/tannin index;0.023
701;2016-08-26;4A Site;927844;608250679;pH;3.3
702;2016-08-26;4A Site;927844;608250679;tannin;219
703;2016-08-26;4A Site;927844;608250679;quercetin glycosides;47
704;2016-08-26;4A Site;927844;608250679;sugar per berry;0.259
705;2016-08-26;4A Site;927844;608250679;titratable acidity;8.8
706;2016-08-26;4A Site;927844;608250679;total anthocyanins;822
707;2016-08-26;4B;927844;608250680;L-malic acid;5.06
708;2016-08-26;4B;927844;608250680;brix;18.6
709;2016-08-26;4B;927844;608250680;catechin;68
710;2016-08-26;4B;927844;608250680;catechin/tannin index;0.386
711;2016-08-26;4B;927844;608250680;glucose + fructose;186
712;2016-08-26;4B;927844;608250680;berry weight;1.69
713;2016-08-26;4B;927844;608250680;polymeric anthocyanins;4
714;2016-08-26;4B;927844;608250680;polymeric anthocyanins/tannin index;0.023
715;2016-08-26;4B;927844;608250680;pH;3.2
716;2016-08-26;4B;927844;608250680;tannin;176
717;2016-08-26;4B;927844;608250680;quercetin glycosides;38
718;2016-08-26;4B;927844;608250680;sugar per berry;0.314
719;2016-08-26;4B;927844;608250680;titratable acidity;10.3
720;2016-08-26;4B;927844;608250680;total anthocyanins;519
721;2016-08-17;Random Sample: Aldo's Zin Block 3;923891;608160372;catechin;13
722;2016-08-17;Random Sample: Aldo's Zin Block 3;923891;608160372;catechin/tannin index;0.051
723;2016-08-17;Random Sample: Aldo's Zin Block 3;923891;608160372;polymeric anthocyanins;4
724;2016-08-17;Random Sample: Aldo's Zin Block 3;923891;608160372;polymeric anthocyanins/tannin index;0.016
725;2016-08-17;Random Sample: Aldo's Zin Block 3;923891;608160372;tannin;254
726;2016-08-17;Random Sample: Aldo's Zin Block 3;923891;608160372;quercetin glycosides;44
727;2016-08-17;Random Sample: Aldo's Zin Block 3;923891;608160372;total anthocyanins;516
728;2016-08-17;Sensor Sample: Aldo's Zin Block 3;923891;608160373;catechin;22
729;2016-08-17;Sensor Sample: Aldo's Zin Block 3;923891;608160373;catechin/tannin index;0.088
730;2016-08-17;Sensor Sample: Aldo's Zin Block 3;923891;608160373;polymeric anthocyanins;5
